spkid,full_name,name,diameter,albedo,e,a,i,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q
3521440,       (2010 JO71),,0.037,0.349,0.3867,1.172,6.01,463,1.27,0.0462,18,6.90E-04,6.90E-04,3.80E-04
20162116,162116 (1998 SA15),,0.538,0.116,0.5585,1.916,7.11,969,2.65,0.0465,18.1,6.30E-08,6.10E-09,1.20E-07
3485263,       (2010 AJ30),,0.111,0.12,0.3024,0.8113,7.57,267,0.731,0.0466,18.1,2.40E-07,2.30E-09,1.90E-07
3515065,       (2010 GS7),,0.203,0.107,0.6591,2.694,9.12,1.61E+03,4.42,0.0466,18.1,4.90E-08,3.60E-08,1.20E-07
3744790,       (2016 DL),,0.228,0.103,0.4712,0.7142,23.85,220,0.604,0.0467,18.2,4.50E-07,7.30E-09,3.20E-07
3671129,       (2014 JV55),,0.321,0.156,0.692,2.457,41.44,1.41E+03,3.85,0.0469,18.3,3.00E-06,2.00E-05,1.50E-06
20007341,  7341 (1991 VK),,0.982,0.235,0.5061,1.841,5.41,913,2.5,0.0471,18.3,1.90E-09,3.60E-10,3.40E-09
20453707,453707 (2010 XY72),,0.495,0.261,0.2287,1.133,31.48,441,1.21,0.0473,18.4,7.00E-08,3.00E-09,7.90E-08
20250680,250680 (2005 QC5),,0.398,0.147,0.3645,0.893,9.45,308,0.844,0.0476,18.5,1.50E-07,1.90E-09,1.40E-07
20053789, 53789 (2000 ED104),,0.843,0.222,0.2692,1.371,40.78,586,1.6,0.0482,18.7,1.00E-09,2.00E-09,2.20E-09
20310560,310560 (2001 QL142),,0.654,0.313,0.4991,1.049,26.6,393,1.08,0.0482,18.8,5.30E-09,5.80E-10,5.30E-09
20506074,506074 Svarog (2015 UM67),Svarog,0.665,0.11,0.6874,1.558,6.01,710,1.94,0.0482,18.7,3.60E-08,1.30E-08,5.70E-08
3514889,       (2010 GZ5),,0.071,0.281,0.5857,1.435,6.12,628,1.72,0.0483,18.8,6.50E-07,5.00E-09,9.30E-07
3747314,       (2016 EH157),,0.231,0.121,0.6246,2.434,10.04,1.39E+03,3.8,0.0484,18.8,4.20E-08,1.30E-07,6.70E-08
3715498,       (2015 GS),,0.262,0.149,0.4769,1.727,11.85,829,2.27,0.0491,19.1,7.30E-08,2.40E-08,1.30E-07
20263976,263976 (2009 KD5),,0.785,0.125,0.2615,1.046,13.47,391,1.07,0.0492,19.2,4.30E-08,1.80E-09,4.50E-08
20465826,465826 (2010 GA24),,0.15,0.285,0.5468,2.097,7.68,1.11E+03,3.04,0.0494,19.2,5.00E-08,1.10E-08,1.00E-07
20143624,143624 (2003 HM16),,2.137,0.169,0.5773,1.967,35.54,1.01E+03,2.76,0.0499,19.4,1.40E-09,2.20E-09,2.90E-09
20001685,  1685 Toro (1948 OA),Toro,3.4,0.31,0.4361,1.368,9.38,584,1.6,0.0504,19.6,7.80E-10,1.70E-10,1.00E-09
3689346,       (2014 SV141),,0.172,0.137,0.5223,2.132,7.8,1.14E+03,3.11,0.0504,19.6,3.10E-08,1.60E-07,1.30E-07
20481327,481327 (2006 BB27),,0.216,0.378,0.2456,1.362,27.16,581,1.59,0.0506,19.7,5.10E-08,4.40E-09,6.80E-08
20456537,456537 (2007 BG),,0.308,0.242,0.3305,0.7868,12.75,255,0.698,0.0508,19.8,1.80E-07,2.90E-09,1.40E-07
3691097,       (2014 SU260),,0.174,0.112,0.3758,1.539,26.77,698,1.91,0.051,19.9,5.60E-08,3.20E-08,8.30E-08
3523337,       (2010 KU7),,0.102,0.224,0.3811,1.665,6.75,785,2.15,0.0511,19.9,1.30E-04,3.90E-04,2.00E-05
20614316,614316 (2008 YZ32),,0.382,0.111,0.6205,1.038,16.54,386,1.06,0.0512,19.9,1.90E-07,9.70E-09,2.00E-07
3529587,       (2010 LJ61),,0.192,0.208,0.4595,1.046,9.8,390,1.07,0.0516,20.1,2.30E-07,7.70E-09,2.50E-07
3671131,       (2014 JN57),,0.273,0.124,0.1677,1.243,28.59,506,1.39,0.0516,20.1,1.60E-07,2.40E-08,2.10E-07
3674338,       (2014 NE3),,0.233,0.296,0.3152,1.216,25.87,490,1.34,0.0516,20.1,5.90E-08,5.30E-09,7.20E-08
3729134,       (2015 SF20),,0.398,0.147,0.5566,2.129,5.97,1.13E+03,3.11,0.0526,20.5,4.50E-08,2.00E-08,9.70E-08
20516803,516803 (2010 JG88),,0.463,0.144,0.3844,1.374,30.61,588,1.61,0.0529,20.6,6.10E-08,5.30E-09,8.20E-08
20530938,530938 (2011 XE),,0.413,0.197,0.4634,0.7839,20.72,254,0.694,0.0533,20.7,2.50E-07,2.00E-09,1.90E-07
3656925,       (2014 BR8),,0.141,0.187,0.2392,1.22,17.14,492,1.35,0.0533,20.8,1.40E-07,2.40E-08,1.90E-07
3174196,       (2004 BZ74),,0.962,0.11,0.8891,3.062,17.06,1.96E+03,5.36,0.0535,20.8,2.30E-08,9.10E-09,7.10E-08
3508135,       (2010 CF55),,0.176,0.119,0.7612,1.9,5.15,957,2.62,0.0536,20.9,1.40E-03,7.10E-03,8.80E-04
20005645,  5645 (1990 SP),,1.668,0.121,0.3873,1.355,13.51,576,1.58,0.0538,20.9,6.20E-09,6.90E-10,8.10E-09
20455426,455426 (2003 MT9),,0.685,0.137,0.9224,2.533,6.84,1.47E+03,4.03,0.0539,21,1.40E-07,2.20E-08,3.60E-07
3508110,       (2010 CC19),,0.104,0.196,0.7513,1.1,46.17,421,1.15,0.0544,21.2,2.30E-03,8.70E-03,4.10E-04
20436030,436030 (2009 JO2),,0.295,0.296,0.4783,0.8883,19.63,306,0.837,0.0547,21.3,3.30E-07,4.30E-09,2.90E-07
3721158,       (2015 LL21),,0.374,0.139,0.7179,2.186,6.99,1.18E+03,3.23,0.0548,21.3,9.80E-04,5.80E-03,5.20E-04
3527906,       (2010 LH14),,0.101,0.274,0.5745,2.201,4.67,1.19E+03,3.26,0.0552,21.5,1.90E-08,3.60E-09,4.10E-08
20408751,408751 (1987 SF3),,0.399,0.278,0.5338,2.253,3.35,1.24E+03,3.38,0.0558,21.7,2.50E-08,6.70E-09,5.60E-08
20422638,422638 (1994 CB),,0.193,0.195,0.1451,1.149,18.26,450,1.23,0.0562,21.9,2.80E-08,6.70E-10,3.20E-08
20003908,  3908 Nyx (1980 PA),Nyx,1,0.23,0.4592,1.928,2.19,978,2.68,0.0564,22,1.90E-09,1.30E-09,3.90E-09
3753719,       (2016 LM8),,0.43,0.289,0.6456,2.163,12.94,1.16E+03,3.18,0.0565,22,3.40E-08,5.40E-08,7.00E-08
3674874,       (2014 OY1),,0.598,0.113,0.6295,2.574,23.19,1.51E+03,4.13,0.0567,22.1,6.30E-08,1.10E-07,2.00E-07
20285331,285331 (1999 FN53),,0.654,0.198,0.4563,1.735,20.17,835,2.29,0.057,22.2,1.20E-08,1.90E-09,2.00E-08
20005143,  5143 Heracles (1991 VL),Heracles,4.843,0.227,0.771,1.835,8.98,908,2.49,0.0578,22.5,7.60E-10,8.60E-10,1.40E-09
3740930,       (2016 BX14),,0.199,0.195,0.52,2.058,4.44,1.08E+03,2.95,0.0578,22.5,9.10E-09,6.20E-09,1.90E-08
20153249,153249 (2001 BW15),,3.16,0.177,0.5905,2.118,41.24,1.13E+03,3.08,0.0581,22.6,1.50E-09,1.30E-09,3.50E-09
20066400, 66400 (1999 LT7),,0.411,0.182,0.5726,0.8554,9.06,289,0.791,0.0593,23.1,3.10E-08,3.40E-09,2.70E-08
20137032,137032 (1998 UO1),,1.055,0.183,0.7636,1.595,25.49,736,2.02,0.0594,23.1,4.90E-08,1.80E-09,7.90E-08
20614521,614521 (2009 UK),,0.28,0.225,0.4829,1.978,3.53,1.02E+03,2.78,0.0598,23.3,2.40E-08,2.90E-09,4.70E-08
3515066,       (2010 GT7),,0.216,0.326,0.6781,2.733,8.43,1.65E+03,4.52,0.06,23.4,3.50E-08,4.70E-08,1.10E-07
3726511,       (2015 QM3),,0.267,0.189,0.5312,0.706,16.15,217,0.593,0.06,23.4,1.30E-07,5.10E-09,8.90E-08
20211871,211871 (2004 HO),,0.411,0.315,0.5109,1.847,7.87,917,2.51,0.0604,23.5,4.40E-08,2.80E-09,8.10E-08
3724111,       (2015 NA14),,0.091,0.338,0.1837,0.9659,6.35,347,0.949,0.0605,23.6,1.40E-07,2.60E-08,1.50E-07
20356394,356394 (2010 QD2),,1.071,0.152,0.7861,2.009,10.66,1.04E+03,2.85,0.0608,23.6,5.20E-08,3.80E-08,1.00E-07
20006611,  6611 (1993 VW),,1.408,0.158,0.4846,1.696,8.7,807,2.21,0.0611,23.8,2.50E-09,9.30E-10,4.10E-09
20142464,142464 (2002 TC9),,0.886,0.118,0.1548,1.234,16.28,501,1.37,0.0611,23.8,5.10E-09,9.80E-10,6.80E-09
20052387, 52387 Huitzilopochtli (1993 OM7),Huitzilopochtli,0.89,0.171,0.1896,1.282,24.15,530,1.45,0.0619,24.1,8.40E-10,3.90E-10,7.90E-10
3541504,       (2010 OF101),,0.303,0.231,0.3251,0.9509,23.37,339,0.927,0.062,24.1,1.70E-07,2.80E-09,1.60E-07
3739012,       (2015 YX7),,0.11,0.23,0.6053,2.456,4.03,1.41E+03,3.85,0.0621,24.2,1.50E-05,8.30E-05,4.90E-06
3523944,       (2010 KP10),,0.087,0.101,0.1662,1.132,16.2,440,1.2,0.0626,24.4,6.20E-08,1.70E-09,7.10E-08
